hour,amount,is_new_payee,txns_last_hour,device_changed_recently,payee_risk_score,time_since_last_txn_min,label
8,541.62,0,1,0,0.06573132673682283,26.891382099274157,0
10,677.57,0,0,0,0.20236857267374714,129.45299086367325,0
19,1444.13,0,0,0,0.07063219606777561,552.9265801004109,0
12,856.41,0,0,0,0.2548112614737738,61.20179874363901,0
12,98.29,0,0,0,0.0677475791213211,200.81554470152344,0
8,485.53,0,0,0,0.3728438092254118,139.5553293788776,0
16,592.9,0,0,0,0.08380671063141909,365.74961639716173,0
16,758.79,0,2,0,0.27450371152021935,10.168970814277392,0
10,150.66,0,0,0,0.14746851458558294,1.9798121835213498,0
11,557.5,0,0,0,0.21199852809291267,30.140483583950093,0
9,327.18,0,0,0,0.154848413347785,22.596826275012145,0
12,265.03,1,1,0,0.09281006705329707,217.1528414293328,0
17,454.92,0,0,0,0.3634179204702866,74.41201189608913,0
9,2091.8,0,0,0,0.480523097153138,63.56221214131062,0
19,59.34,1,0,0,0.21212313839155741,151.15916455966158,0
14,1395.8,0,0,0,0.10284708442484154,279.5601754197769,0
13,419.6,1,0,0,0.27641520352090754,13.067818754423882,0
20,399.23,0,0,0,0.2267116394509774,39.851181199631895,0
10,2561.79,0,0,0,0.035479637948386156,182.07376976149118,0
5,8974.44,1,3,1,0.2525792805403873,3.9968995336798785,1
23,217.13,0,2,0,0.25999180995598437,37.79853077565949,0
13,290.95,1,0,0,0.3669097535582441,228.2822380150247,0
4,160.89,0,0,0,0.279264978562539,38.656605814475704,0
13,963.01,0,0,0,0.09394082804881095,579.2887481956491,0
9,1139.8,0,0,0,0.09444529353913717,49.21076201308306,0
20,246.41,0,0,0,0.06857096251270527,1018.7087396275035,0
9,452.58,0,0,0,0.10469054659203068,643.8091345297779,0
21,69.51,0,0,0,0.050890174507348306,74.26986874562695,0
13,179.73,0,1,0,0.16563235591618042,94.95323620425351,0
12,196.08,0,0,0,0.10477551282863581,61.62899503603951,0
3,1747.98,0,0,0,0.03386524553919916,41.5036819907273,0
16,642.69,0,0,0,0.19389689675511218,96.14669459245312,0
11,180.14,0,0,0,0.38768856589811274,511.84411752523295,0
7,224.64,0,1,0,0.07121973658216445,203.68640971046347,0
17,222.25,0,1,0,0.2187912051852357,202.5456491566006,0
10,112.33,0,0,0,0.01373554234714102,340.16480414393334,0
16,266.68,0,0,0,0.1172881018551199,99.15075908572531,0
15,1653.59,0,0,0,0.03938409263799554,69.22767483209088,0
16,404.44,0,0,0,0.01613728081524531,88.5672800815521,0
16,520.82,1,0,0,0.057752478284586024,96.30380229020274,0
1,1608.04,0,0,0,0.1064506064045262,10.900716284012226,0
17,226.15,1,1,0,0.05619218364916895,113.20318508592227,0
22,805.6,0,0,0,0.05421389411051051,79.69015200020472,0
12,218.85,0,0,0,0.11395971761749261,123.88910524503166,0
12,282.59,0,0,0,0.2901565210653014,62.06931786158538,0
16,114.64,0,0,0,0.17379559462165076,10.166733824779975,0
13,651.62,0,0,0,0.02877269921712228,188.52706311749185,0
23,785.59,0,0,1,0.04433742339291997,239.94577580706502,0
23,8974.44,1,1,1,0.7492571370218843,1.1301808791614505,1
11,1694.08,0,0,0,0.07812279436209439,6.383513777053336,0
15,401.93,0,0,0,0.09280924917293344,177.24536625829364,0
16,204.79,0,0,0,0.31304187138703865,73.1095540722291,0
15,131.48,0,1,0,0.05577530761404551,117.43386048605713,0
8,272.73,1,0,0,0.1812927120119792,107.84445530110457,0
16,304.64,0,0,0,0.13362588039978618,98.55193319680278,0
7,126.47,0,0,0,0.17392579831420224,32.12985921937476,0
12,554.95,0,0,0,0.11581191186944154,503.4290631418916,0
9,110.32,0,0,0,0.16695177774917594,173.25129262146524,0
18,70.77,0,0,0,0.1123051734364708,87.9046524897817,0
11,1153.84,0,0,0,0.0019221837619004154,122.82327421576386,0
12,361.39,0,0,0,0.1955436031851824,86.57656106680881,0
18,619.34,0,0,0,0.053411734086336794,6.254027930933875,0
20,487.84,0,2,0,0.23415027083802123,219.2587899399879,0
21,298.33,0,2,0,0.4799820278196521,128.08889687386753,0
14,1180.12,0,0,0,0.04234933927151074,52.648150161929664,0
13,688.18,1,0,1,0.16501876281089953,15.152109147992668,0
19,1206.14,0,1,0,0.03953579932072198,154.34348996366415,0
14,306.32,0,0,0,0.1671158882184963,104.77369107374494,0
9,380.15,0,0,0,0.05345041060854284,205.6592915413897,0
21,98.65,0,0,0,0.11366555889320441,508.3307097627199,0
17,199.45,0,0,0,0.1669927381636617,297.04723711438913,0
5,521.8,0,1,0,0.07705178610334432,25.98912075867983,0
8,1095.66,1,0,0,0.34083542654561994,228.36679211786404,0
15,301.84,0,0,0,0.05514038316265916,81.40381697115647,0
14,538.41,0,0,0,0.30993380973780593,56.68286113235164,0
17,118.21,0,0,0,0.10267389093320883,53.19315142573465,0
21,293.73,0,0,0,0.23738030789288253,41.704459087293806,0
8,644.86,0,0,0,0.021187124921153867,112.74295639627564,0
20,359.69,0,0,0,0.13095434386552687,248.11868535301986,0
10,731.54,1,0,0,0.2842409966517167,310.0692428425322,0
23,183.74,0,1,0,0.0896798683406003,1.197196761917699,0
8,627.06,0,1,0,0.22205365201566926,196.18157948564428,0
23,223.48,0,0,0,0.042417980110924305,53.24467650438516,0
14,173.06,0,1,0,0.1541028770511244,106.68444423255323,0
16,177.29,1,2,0,0.007395802927038711,12.41936285854309,0
9,29.62,0,0,0,0.13902790022963113,40.13174368549736,0
5,1617.35,0,0,0,0.10024567327130589,7.098288232561778,0
12,787.3,0,0,0,0.3486263486022266,316.5985253916306,0
15,322.45,0,0,0,0.09866786857280832,20.331010458316094,0
19,439.37,0,0,0,0.39450377341890785,57.43018270657616,0
10,4516.29,0,1,0,0.32818965387342414,79.10559916814374,0
3,512.69,0,0,0,0.13794458671950882,252.97110816408076,0
14,197.76,0,0,0,0.057555042568851515,114.89682687456741,0
16,277.34,0,0,0,0.1803331671060761,213.8821301423801,0
11,1831.49,1,0,0,0.12294939633874495,140.0791684619876,0
12,78.72,0,0,0,0.1417319036123548,50.80798002862689,0
18,152.27,0,0,0,0.15902883437917445,204.82941368509472,0
13,274.92,0,0,0,0.04999464649990128,26.298484783495514,0
15,152.1,1,0,0,0.30085540222332674,607.9414336517546,0
16,110.62,0,0,0,0.10534617180595618,128.95727765364813,0
19,257.8,0,1,0,0.018293813571998607,146.46175177509275,0
10,645.06,0,0,0,0.20008420918180234,153.54285886018306,0
23,151.42,0,1,0,0.14625311875334054,99.40253577861328,0
13,468.64,0,0,0,0.12233844377934994,246.7100319314586,0
21,686.69,0,0,0,0.17352127498312706,2.041944460866572,0
15,176.07,0,0,0,0.09975575429868294,146.76677086824947,0
19,128.4,1,0,0,0.298862170201574,14.108296796092988,0
17,544.51,0,0,0,0.11072619128810296,26.262275298241484,0
17,5464.27,0,0,0,0.22193175023754386,140.86994956695608,0
21,717.6,0,0,0,0.06754215382463508,419.1768089330219,0
13,226.96,0,2,0,0.1170741723595464,1.6704902534921378,0
15,430.78,0,0,0,0.22895187127263833,468.2163687658146,0
22,304.53,0,2,0,0.049246686756668545,1099.9713150662612,0
10,100.06,0,0,0,0.26318640911394753,749.8421417013628,0
18,1676.36,0,1,0,0.15051855760222316,19.51953747141267,0
13,853.23,0,0,0,0.13957686850936665,4.855544998002746,0
20,78.23,1,0,0,0.08608584501604011,149.87081312016883,0
22,589.88,0,0,0,0.01223408051129501,221.25587884850233,0
14,496.08,0,0,0,0.06057121115973599,129.50887289305697,0
17,64.37,0,1,0,0.143606280528759,504.1098925158437,0
1,1857.6,1,1,1,0.7896551717562927,10.872618646248263,1
4,4823.39,1,1,0,0.9271897731246912,8.467528968937863,1
8,274.54,0,0,0,0.1914677622487472,52.218297549973975,0
15,200.8,0,0,0,0.34434489268440555,764.7847716107233,0
4,87.81,0,0,0,0.152270583723603,93.75658670903417,0
23,1018.62,0,1,0,0.2686023142296367,10.045780376938628,0
9,2125.65,1,0,0,0.09492921470139756,287.1979975277264,0
13,187.09,0,0,0,0.046886864443640056,49.33289053884667,0
16,396.01,1,0,0,0.20045278661820623,208.9750245998313,0
13,30.38,0,1,0,0.14800772226211192,453.14990402685794,0
13,262.98,0,1,0,0.25089820380120303,48.46569547142527,0
15,72.82,0,0,0,0.12352214691639339,3.9342496718389697,0
20,345.96,0,1,0,0.03548094568346709,24.667768939580686,0
0,207.95,0,0,0,0.06871644795731223,33.35950055420739,0
11,1682.41,0,0,0,0.042162156045788,113.37541479558685,0
14,968.01,0,0,1,0.11216577974876916,43.65217301554804,0
12,225.39,0,1,0,0.18740583169438116,272.5912753731427,0
14,232.7,0,0,0,0.025132658520886027,395.7353257982602,0
13,1604.21,0,0,0,0.20378904992679775,255.07097538703778,0
4,679.01,1,0,0,0.13362685923228754,7.492630778557487,0
17,1040.77,1,0,0,0.02749690065570224,162.0657981212259,0
14,388.66,0,0,0,0.20843730682317296,85.56436149128113,0
22,223.29,0,0,0,0.3815734515564123,195.41798108486535,0
21,784.33,0,1,0,0.036529379236194204,20.748703935146782,0
11,150.27,0,0,0,0.02559629900791986,466.0777827954032,0
16,665.6,0,1,1,0.3896566337272517,543.1924786710834,0
14,960.97,0,0,0,0.194256685549598,127.86766265021662,0
11,1673.36,0,0,0,0.1663927593287716,331.1169775240321,0
13,263.3,0,0,0,0.05340374362326674,4.407282964153199,0
9,224.41,0,0,0,0.1808437166865506,175.10503303730488,0
15,213.35,0,1,0,0.02479765233423756,565.0771334322662,0
14,635.5,0,0,0,0.11323207882885371,20.30812989765806,0
12,267.91,0,1,0,0.20719096238133888,37.035056772685785,0
23,173.88,0,0,0,0.03459458869993824,377.18275948847366,0
17,136.42,0,0,0,0.22847862800545526,527.929811012793,0
16,176.22,0,0,0,0.06937735608270822,105.70959279831773,0
12,303.96,0,0,0,0.031735255685934424,195.19100713884976,0
18,890.94,0,1,0,0.054896894848889315,187.69452718324223,0
23,315.11,0,1,0,0.06521140038139989,519.1554230402098,0
8,117.31,0,0,0,0.09659034265418737,374.1063513312821,0
15,334.83,0,1,0,0.05409149942149775,5.51129479798103,0
13,339.12,0,2,0,0.1294758263741483,366.9065361847178,0
13,281.93,1,0,0,0.12722610183467634,51.39826405791745,0
23,296.12,0,0,0,0.0979446687653002,22.948599107338968,0
16,422.13,1,0,0,0.06638628990776124,128.56168351325567,0
11,1408.77,0,0,0,0.15746481290442282,21.200396827008813,0
0,8974.44,1,2,0,0.9568398670537268,5.88828850828333,1
11,49.91,0,0,0,0.07478391776492266,380.9067842694745,0
14,1049.27,0,0,0,0.09445983918538488,41.5982570978807,0
16,225.75,1,0,0,0.10083873739246256,77.31179192420915,0
11,536.84,0,0,1,0.16560900400237533,191.06607554434888,0
16,684.84,0,0,0,0.007019949575536831,178.98586931525531,0
10,106.26,0,0,0,0.2960826584651967,284.209280646154,0
11,381.16,1,1,0,0.035816404615844046,305.17886449422343,0
8,523.2,0,0,0,0.09167030876787995,9.668479471491892,0
18,94.14,0,1,0,0.390310074142,243.575868779407,0
12,159.95,0,1,0,0.1724994125942648,261.3049266079698,0
18,335.9,0,0,0,0.17304745365934412,16.042455647569973,0
10,501.27,0,0,0,0.1558377738194219,279.69692184148136,0
15,607.35,0,0,0,0.30210218073659545,133.58862026073183,0
17,407.57,0,1,0,0.1193937813377958,105.30471927628984,0
10,535.52,0,0,0,0.2211872359786526,15.041238664403261,0
21,332.54,0,1,0,0.02852294452041982,8.002081930517594,0
16,267.04,0,0,0,0.12312573661050348,100.84883552616722,0
10,69.28,0,0,0,0.1984663840320734,279.3873631244401,0
9,1337.75,0,0,0,0.027577975043402456,601.5981955181209,0
8,1071.6,0,2,0,0.23283392482272372,63.075219479246265,0
16,623.75,0,0,0,0.07913915673964898,240.61165153563664,0
6,663.43,0,0,0,0.1123558315815354,22.458572643496527,0
20,184.03,0,1,0,0.3008498478076057,81.57901804086855,0
12,148.38,0,2,0,0.16280772136511032,109.53422292969341,0
15,285.12,1,0,0,0.13044508811330813,591.3378455856927,0
16,316.79,1,0,0,0.43394382328818054,43.55715427273655,0
13,941.92,1,0,0,0.13182996371911093,110.70206304321673,0
18,373.95,1,0,0,0.30646653813589886,583.9740887456772,0
7,98.03,0,1,0,0.2598109048737648,201.669637029273,0
13,512.23,0,0,0,0.1725880785006936,189.5094136906625,0
14,266.89,0,0,0,0.1626486745083792,96.85452916032398,0
19,363.98,1,0,0,0.18556973268033383,247.963461138603,0
16,328.62,0,0,0,0.0677642312363619,553.4327547653203,0
14,258.91,1,0,0,0.06821147065266558,340.2483362381089,0
15,133.0,0,1,0,0.14814341897266575,200.61048573466178,0
22,318.63,0,0,0,0.07618511401040758,401.4418849098507,0
16,959.91,0,0,0,0.2593108329536735,463.8874719418865,0
9,317.02,0,2,0,0.1721260908704206,52.01447425882588,0
10,756.13,0,0,0,0.4168416398866646,63.440401552647174,0
15,211.67,0,0,0,0.01174284545784218,142.02409841194705,0
8,1453.07,0,0,0,0.20179033804128702,78.48511350653455,0
14,67.0,0,0,0,0.12489900791045778,65.46414170851816,0
15,258.04,0,0,0,0.07820067454846394,378.60485492077294,0
18,180.54,0,0,0,0.6789374453937641,21.604369703730676,0
23,1857.6,0,3,0,0.8003764020491858,0.1,1
18,312.5,1,0,0,0.13458123131234287,55.2330435788974,0
8,231.04,0,0,0,0.05670135310594965,113.64847769544774,0
8,658.37,0,0,0,0.18065097972933283,561.4266905724063,0
13,865.29,1,0,0,0.25023406529859604,1.0,0
12,1239.67,0,1,0,0.07264416334291036,418.40463238060033,0
13,863.69,1,0,0,0.024797844564853018,78.07278505058828,0
13,278.51,0,0,0,0.09253153960535494,29.47985512066046,0
14,1241.84,1,0,0,0.4561663565320837,33.48475043745138,0
12,627.69,0,2,0,0.344019195148528,321.90695278713275,0
11,187.71,0,0,0,0.23102378409925697,102.64509991840714,0
12,455.3,0,0,0,0.171588939748593,1.0,0
12,1357.41,0,0,0,0.008249749736734605,127.1258890518762,0
17,956.85,0,0,0,0.12204122169118457,219.8430076703258,0
17,1217.99,0,0,0,0.46968609501773406,69.76926973989045,0
15,489.37,0,0,0,0.18287681395800234,76.12377704088046,0
11,368.95,0,0,0,0.29569004042685315,134.39086654194315,0
20,341.04,0,0,0,0.2055173289426491,157.1022484928635,0
8,64.45,0,1,0,0.2576862659385959,105.14571845578968,0
13,837.33,0,1,0,0.20256483012737836,89.72691505020688,0
17,428.48,0,0,0,0.1351806514601435,8.424525383883186,0
17,1126.63,0,0,0,0.23915371340772676,690.6642334584662,0
15,404.42,0,0,0,0.23387561775620236,129.49319970310444,0
13,157.04,0,0,0,0.016464679678215983,266.0172207161377,0
10,141.72,0,0,0,0.07140982675184589,151.6636731177766,0
3,1857.6,1,4,1,0.9073083812918109,2.1494228066799965,1
14,154.05,0,0,0,0.04591553840059945,65.42018982158802,0
12,534.5,0,0,0,0.0957452423592893,85.04505959650324,0
15,167.49,0,0,0,0.004970706093704281,576.587486019707,0
3,1495.73,0,0,0,0.06270506648802927,130.53347542997625,0
17,740.99,0,0,0,0.0681305923632827,203.11469058344773,0
17,158.62,1,0,0,0.03537689229651078,473.4509604550837,0
13,76.8,1,0,0,0.2814782142869129,528.9707244111296,0
12,502.79,0,0,0,0.06088095600067231,64.71579101930574,0
23,139.61,0,1,0,0.1267616250463234,282.5680664692388,0
15,734.43,0,1,0,0.06518149598498824,113.02625345388421,0
12,1144.08,0,0,0,0.2177640126378962,73.4218847675833,0
15,420.99,0,0,0,0.2436368242901086,4.3094316783484485,0
15,107.94,0,0,0,0.1343241044689825,214.5895276693908,0
20,571.53,0,0,0,0.48090573464634095,252.83261347572414,0
10,510.46,0,1,0,0.0347935838427568,43.18896208222009,0
11,284.78,0,0,0,0.041088790053367796,579.3973737906376,0
3,131.33,0,0,0,0.3254545844018556,96.59945151640753,0
14,604.03,0,1,0,0.017230374512850692,448.28034841253736,0
18,344.2,0,1,0,0.39961848891222,1.4707200727219873,0
11,2512.92,0,0,0,0.1363077241869032,153.06168222932882,0
10,93.76,1,1,0,0.07985273073054452,363.741595429727,0
14,2628.97,0,0,0,0.13761758535592533,533.199923707998,0
13,2075.06,0,1,0,0.13263173322178162,347.67775899089634,0
8,1838.58,0,1,0,0.055200358635860404,278.85309169885784,0
11,233.79,0,1,0,0.37481500376281196,411.8224794072548,0
20,785.3,0,0,0,0.08386813014880798,287.0334001609637,0
12,866.42,1,0,0,0.0568802097307881,156.45367701552493,0
16,685.06,0,0,0,0.062112678746561505,37.62716923403498,0
22,356.33,0,0,0,0.19165336753332032,42.933416045794154,0
10,3112.98,0,0,0,0.08661666053832603,454.119165205579,0
10,315.33,1,0,0,0.07913151320774868,170.42244497641013,0
15,134.71,0,1,0,0.18276884423859568,15.097309364421605,0
12,426.52,0,0,0,0.2683586390426939,33.172289974253744,0
20,437.15,0,0,0,0.007119668473102452,54.39540239204093,0
14,635.53,0,0,0,0.01448568163211455,371.4035773115452,0
16,616.68,0,0,1,0.039029392258424916,216.69258030590305,0
11,1251.97,0,0,0,0.12590852919009693,319.9502947353434,0
20,93.07,0,0,0,0.48619513607456444,37.52119590301842,0
15,1618.65,0,1,0,0.32577978858230616,120.16995251563284,0
16,1219.92,0,0,0,0.057686494618346996,75.39149853044819,0
9,154.02,0,0,0,0.18682768180003403,271.3221835908996,0
12,277.18,1,0,0,0.05243579454641761,404.3868305942537,0
7,845.2,0,0,0,0.15466232796370868,142.31306532132643,0
21,1528.56,0,0,0,0.03745507327660698,67.64727545890959,0
18,229.63,1,0,0,0.09595851698255126,3.2083640924427894,0
10,337.28,0,0,0,0.1626299978978649,108.46615554229386,0
0,8974.44,1,4,1,0.6160100350275302,20.422754761134446,1
10,233.11,0,0,0,0.013460214966913048,156.06387121086252,0
15,494.52,1,0,0,0.09753724124503743,36.58167150488882,0
17,434.94,0,0,0,0.07505003969988548,526.8621505827984,0
13,529.35,0,0,0,0.2174317679785831,140.2587938298703,0
16,502.71,0,0,0,0.07086864326238541,149.00184819586087,0
14,420.49,0,0,0,0.14519933331279805,367.1921389202587,0
21,648.1,0,0,0,0.01507947768476649,19.511256771269633,0
14,2515.05,0,0,1,0.11722096832554264,163.10536801443936,0
16,551.63,0,0,0,0.3546949701216449,1.2861417052970174,0
17,1925.52,0,2,0,0.21620729610633435,31.923569144742824,0
16,2310.79,0,0,0,0.2369919550070376,28.5600126491419,0
11,303.05,0,0,0,0.08549044246261724,323.8995069018097,0
22,891.79,0,0,0,0.024113248711335546,20.644500685951684,0
1,8974.44,1,3,0,0.8542084235284227,23.49832018759351,1
13,4129.5,0,0,0,0.45517332920404435,192.458086538633,0
13,1202.18,0,0,0,0.1270950392512416,118.85996632698745,0
10,688.81,0,0,0,0.2677039471458256,257.5341826967734,0
10,157.2,0,0,0,0.07272596304017787,7.3912681419160124,0
9,207.49,0,0,0,0.27376375816923665,12.12583073743626,0
13,453.06,0,0,0,0.09886039650094333,263.52910662566956,0
5,8974.44,1,3,0,0.6316421587371788,6.980299983019969,1
17,2109.28,1,1,0,0.18880143333694277,180.35265733040748,0
22,1030.49,1,0,0,0.11262307532478318,497.40141660011705,0
22,181.17,0,0,1,0.021417645623262507,181.6517341517165,0
14,1110.77,0,0,0,0.10486812859881192,32.33676609486573,0
18,5173.73,0,1,0,0.13134468447857556,216.7277483103952,0
11,712.92,0,1,0,0.09974875517895575,51.74819886533268,0
22,4823.39,1,1,1,0.967093663485963,2.3983048314109507,1
12,298.54,0,0,0,0.08829384677547018,464.6726311713708,0
22,4823.39,1,2,1,0.6322622824522282,18.52390529330591,1
5,8974.44,1,4,1,0.7571499114515805,2.8215686772781137,1
8,427.01,1,0,0,0.5022945297208788,74.68914794966156,0
15,274.27,0,0,0,0.11887617650204114,47.174519603415995,0
10,414.29,1,0,0,0.18933966156934057,272.7683252221358,0
11,301.02,0,0,0,0.11062548160686286,8.72189745351622,0
9,114.05,0,1,0,0.13154372589987048,54.94667128813302,0
17,551.24,1,0,0,0.06786267995511898,25.570040114675116,0
9,374.13,0,0,0,0.13506518908149653,143.46004682539564,0
15,465.81,0,0,0,0.061979574164087205,71.80676979256529,0
12,354.88,0,0,0,0.10129752851735392,465.58101081768706,0
5,4823.39,1,6,1,0.6787362984040626,3.766046091339903,1
23,282.98,0,0,0,0.22392540502514272,175.2672640603264,0
13,19.73,0,0,0,0.1774754026398682,7.165456071964743,0
21,4202.17,1,1,0,0.1802278788703437,67.216853338413,0
20,84.18,0,0,0,0.3034000633146868,114.92606114484131,0
13,412.77,0,0,0,0.16844621892144343,48.10602480826362,0
5,4823.39,1,2,1,0.9100458617691185,4.726080844169645,1
12,353.62,0,0,0,0.06732151783441283,110.61621245622499,0
